Date,City,Country,AQI,PM2.5 (µg/m³),PM10 (µg/m³),NO2 (ppb),SO2 (ppb),CO (ppm),O3 (ppb),Temperature (°C),Humidity (%),Wind Speed (m/s)
2024-07-15,London,UK,94,55.8,149.6,20.5,50.0,1.26,164.2,35.1,75,1.3
2024-07-15,Beijing,China,224,48.1,278.6,68.7,34.5,0.63,120.0,-7.4,35,10.8
2024-07-15,Delhi,India,54,221.2,89.5,74.3,17.7,1.12,148.0,23.4,66,8.0
2024-07-15,Paris,France,30,41.8,205.4,72.2,3.3,4.08,195.2,5.4,12,12.9
2024-07-15,Tokyo,Japan,88,19.7,49.1,90.2,45.0,6.43,68.4,14.8,86,5.0
2024-07-15,Sydney,Australia,152,18.9,152.2,17.3,7.2,7.88,52.1,5.1,77,2.7
2024-07-15,São Paulo,Brazil,204,113.5,164.2,12.8,22.0,0.99,57.7,39.7,34,3.9
2024-07-15,Cairo,Egypt,170,87.7,205.0,63.4,47.6,1.58,59.0,-4.2,47,4.9
2024-07-16,New York,USA,198,22.2,134.2,78.4,3.3,3.05,122.4,25.4,59,3.8
2024-07-16,Los Angeles,USA,61,182.0,204.9,37.1,33.0,8.05,32.5,36.0,62,1.4
2024-07-16,London,UK,89,17.9,193.0,34.3,37.4,8.49,165.3,8.2,61,14.4
2024-07-16,Beijing,China,168,139.1,276.6,12.4,35.8,7.34,137.0,18.0,34,11.3
2024-07-16,Delhi,India,210,193.5,232.8,14.8,13.2,4.13,134.1,27.6,46,10.6
2024-07-16,Paris,France,67,118.2,232.3,95.1,9.1,7.76,130.8,23.3,79,5.5
2024-07-16,Tokyo,Japan,65,170.4,92.0,84.0,27.0,7.78,25.6,11.4,27,12.4
2024-07-16,Sydney,Australia,148,59.5,106.0,23.0,2.6,7.03,121.7,-0.4,30,11.8
2024-07-16,São Paulo,Brazil,190,80.7,69.7,29.1,39.9,7.72,21.6,20.3,53,7.6
2024-07-16,Cairo,Egypt,193,25.4,32.4,98.8,19.8,3.73,146.8,6.6,53,13.5
2024-07-17,New York,USA,95,213.5,239.0,67.6,22.4,3.34,14.0,11.1,46,14.9
2024-07-17,Los Angeles,USA,93,101.8,69.5,96.0,36.1,8.38,78.1,-1.1,81,14.7
2024-07-17,London,UK,44,87.1,10.5,24.2,9.2,5.89,50.2,36.2,17,4.0
2024-07-17,Beijing,China,201,153.2,28.5,65.0,42.2,5.26,47.1,20.3,77,6.9
2024-07-17,Delhi,India,251,30.0,27.9,71.2,36.8,6.92,196.6,26.3,80,2.4
2024-07-17,Paris,France,94,225.3,115.2,68.9,14.3,0.42,80.3,14.8,75,5.4
2024-07-17,Tokyo,Japan,197,152.7,259.5,82.9,33.5,2.5,121.2,31.6,81,9.3
2024-07-17,Sydney,Australia,54,107.1,255.9,44.5,8.0,2.8,120.5,35.1,48,9.2
2024-07-17,São Paulo,Brazil,54,226.8,207.4,63.7,31.7,7.09,155.8,40.0,15,0.6
2024-07-17,Cairo,Egypt,41,99.2,279.3,29.7,27.6,9.45,93.1,37.5,10,0.9
2024-07-18,New York,USA,120,55.3,27.1,32.1,13.1,6.59,85.4,34.9,52,0.9
2024-07-18,Los Angeles,USA,267,51.4,79.7,77.7,42.9,9.29,51.7,13.6,22,7.8
2024-07-18,London,UK,42,91.2,38.8,83.3,8.3,6.69,42.5,23.9,12,4.2
2024-07-18,Beijing,China,225,243.9,187.9,65.1,10.2,6.03,130.5,34.0,70,4.0
2024-07-18,Delhi,India,223,134.7,130.3,48.1,35.9,6.67,158.9,21.3,32,10.7
2024-07-18,Paris,France,170,25.2,115.7,86.0,19.1,3.71,98.7,-1.1,65,1.1
2024-07-18,Tokyo,Japan,90,115.2,69.4,61.0,39.4,6.95,117.9,4.0,20,1.7
2024-07-18,Sydney,Australia,181,235.9,134.6,48.3,31.5,0.36,103.4,-9.6,24,11.8
2024-07-18,São Paulo,Brazil,220,212.5,116.2,46.3,43.0,8.55,195.8,8.1,34,8.2
2024-07-18,Cairo,Egypt,114,46.5,29.7,68.4,11.7,1.61,193.9,28.0,74,12.4
2024-07-19,New York,USA,54,94.8,270.4,92.4,8.7,5.38,73.7,-8.8,20,4.2
2024-07-19,Los Angeles,USA,30,65.3,23.5,84.5,33.5,2.9,27.5,8.1,57,11.5
2024-07-19,London,UK,175,154.1,43.9,81.5,38.0,7.28,25.6,18.8,80,8.8
2024-07-19,Beijing,China,80,50.1,219.3,69.1,27.1,9.59,87.3,6.4,82,7.3
2024-07-19,Delhi,India,34,187.9,231.8,38.0,9.7,7.8,171.6,20.1,32,6.4
2024-07-19,Paris,France,247,55.8,160.5,59.7,14.6,5.79,82.2,38.7,57,2.2
2024-07-19,Tokyo,Japan,300,44.5,33.6,39.3,10.3,6.0,196.2,-4.0,76,9.0
2024-07-19,Sydney,Australia,151,69.4,242.5,86.1,33.9,5.51,29.5,19.9,86,12.6
2024-07-19,São Paulo,Brazil,218,195.9,33.1,74.2,42.9,0.97,183.0,2.8,53,10.0
2024-07-19,Cairo,Egypt,93,38.3,297.0,45.7,12.2,3.4,26.4,0.3,46,6.6
2024-07-20,New York,USA,166,66.2,267.9,70.2,32.3,6.73,154.1,30.7,34,11.8
2024-07-20,Los Angeles,USA,294,221.4,282.8,89.8,19.1,6.15,82.1,1.4,15,3.1
2024-07-20,London,UK,151,106.8,110.8,74.1,10.4,1.14,148.8,-9.6,87,1.9
2024-07-20,Beijing,China,218,87.1,269.2,87.9,27.5,3.27,64.4,0.2,21,9.7
2024-07-20,Delhi,India,276,160.2,112.1,71.4,39.3,1.15,91.6,12.4,90,0.9
2024-07-20,Paris,France,216,201.9,29.3,82.6,12.8,7.26,96.0,23.6,42,6.1
2024-07-20,Tokyo,Japan,300,36.2,52.6,18.1,21.0,8.91,69.5,21.2,59,12.5
2024-07-20,Sydney,Australia,209,57.3,12.7,71.3,5.0,4.21,107.6,17.6,32,0.6
2024-07-20,São Paulo,Brazil,256,195.4,57.7,75.6,7.2,4.59,119.7,-7.0,22,13.1
2024-07-20,Cairo,Egypt,76,203.0,159.0,35.6,35.3,1.15,83.3,32.8,83,11.7
2024-07-21,New York,USA,83,93.4,242.1,76.5,46.2,6.67,62.0,-2.0,39,3.4
2024-07-21,Los Angeles,USA,102,131.4,134.4,5.4,4.8,6.79,35.8,25.1,73,7.3
2024-07-21,London,UK,297,144.3,271.4,9.4,13.3,3.48,101.1,32.7,21,12.5
2024-07-21,Beijing,China,34,120.6,253.5,66.4,34.3,4.54,49.4,3.1,49,7.7
2024-07-21,Delhi,India,213,117.2,171.5,7.1,26.3,8.65,10.5,33.2,23,14.1
2024-07-21,Paris,France,91,202.7,61.3,85.8,3.0,9.61,83.2,20.2,51,8.1
2024-07-21,Tokyo,Japan,220,176.2,138.2,63.5,33.4,5.24,65.9,-4.0,53,11.5
2024-07-21,Sydney,Australia,182,77.3,277.1,22.3,28.3,8.85,66.3,30.8,15,3.1
2024-07-21,São Paulo,Brazil,162,182.5,266.4,61.1,4.4,3.46,55.4,28.8,52,6.2
2024-07-21,Cairo,Egypt,89,128.0,130.8,14.6,12.8,9.74,32.8,31.5,77,13.0
2024-07-22,New York,USA,251,165.1,164.1,85.4,24.8,6.59,71.7,38.5,69,11.0
2024-07-22,Los Angeles,USA,235,119.2,283.0,52.3,44.4,5.83,164.7,3.0,20,0.9
2024-07-22,London,UK,96,112.8,35.1,49.5,3.5,0.73,31.0,6.9,15,2.7
2024-07-22,Beijing,China,285,112.3,189.4,55.2,27.1,9.26,22.0,36.0,75,6.9
2024-07-22,Delhi,India,163,242.6,10.3,79.8,4.7,6.02,190.3,-8.7,27,15.0
2024-07-22,Paris,France,104,80.3,148.9,25.0,3.1,7.8,41.3,20.9,21,9.5
2024-07-22,Tokyo,Japan,146,192.6,73.8,91.2,21.8,3.9,140.8,11.6,54,4.0
2024-07-22,Sydney,Australia,95,16.2,129.2,39.0,19.2,1.99,159.5,-4.4,77,11.8
2024-07-22,São Paulo,Brazil,55,39.6,136.9,55.1,17.7,9.34,153.3,-9.8,53,3.1
2024-07-22,Cairo,Egypt,272,14.0,151.7,56.3,4.1,3.36,102.8,34.8,20,12.5
2024-07-23,New York,USA,174,200.6,275.5,35.0,41.6,5.89,21.8,-5.0,72,0.5
2024-07-23,Los Angeles,USA,259,222.1,85.9,56.6,6.8,3.19,53.5,26.2,38,7.5
2024-07-23,London,UK,77,9.9,194.5,27.8,7.8,6.61,73.8,-4.6,39,2.0
2024-07-23,Beijing,China,283,240.6,234.0,52.5,36.5,3.74,12.2,-7.0,54,0.6
2024-07-23,Delhi,India,289,69.5,147.6,97.2,33.3,3.67,49.5,19.2,11,13.5
2024-07-23,Paris,France,237,87.3,151.9,84.3,48.2,1.73,141.2,15.6,23,4.7
2024-07-23,Tokyo,Japan,62,40.3,77.9,22.4,15.0,5.06,178.9,3.6,78,9.0
2024-07-23,Sydney,Australia,32,221.6,151.0,8.3,5.3,7.08,47.4,24.8,56,3.4
2024-07-23,São Paulo,Brazil,146,32.0,34.8,93.0,10.4,9.24,49.2,25.6,77,10.9
2024-07-23,Cairo,Egypt,92,110.1,231.6,97.6,43.9,2.72,137.9,36.8,11,8.4
2024-07-24,New York,USA,81,227.6,92.2,40.3,18.3,8.96,22.0,4.3,11,8.5
2024-07-24,Los Angeles,USA,180,213.2,206.5,95.0,45.2,9.15,193.0,10.3,39,5.3
2024-07-24,London,UK,66,102.5,117.0,53.7,40.5,6.51,66.8,-3.4,26,5.2
2024-07-24,Beijing,China,160,225.1,264.0,74.7,25.0,4.59,53.7,7.9,76,3.1
2024-07-24,Delhi,India,74,7.8,186.7,83.0,5.5,0.32,73.5,-6.8,79,8.9
2024-07-24,Paris,France,137,6.2,161.4,41.1,16.4,4.67,123.9,7.4,19,6.9
2024-07-24,Tokyo,Japan,143,186.4,44.6,24.6,30.5,5.2,125.1,15.7,80,4.5
2024-07-24,Sydney,Australia,163,232.8,246.5,79.5,5.9,7.73,159.6,-6.7,21,1.2
2024-07-24,São Paulo,Brazil,141,214.5,295.2,64.5,10.3,0.58,179.2,13.7,15,4.1
2024-07-24,Cairo,Egypt,167,27.8,18.9,40.7,29.5,3.01,92.9,-6.6,43,9.6
2024-07-25,New York,USA,48,117.9,82.7,46.1,23.0,3.86,66.7,16.8,25,9.7
2024-07-25,Los Angeles,USA,194,52.1,132.2,34.9,31.7,1.81,54.5,14.8,85,6.3
2024-07-25,London,UK,174,243.9,167.0,41.9,5.5,6.68,47.7,26.8,38,12.4
2024-07-25,Beijing,China,79,120.9,84.1,15.8,41.1,4.38,179.7,5.1,87,6.3
2024-07-25,Delhi,India,183,136.4,265.7,14.4,7.2,8.89,119.9,27.4,48,2.7
2024-07-25,Paris,France,271,92.8,184.2,39.7,38.4,8.36,147.5,-9.5,47,12.0
2024-07-25,Tokyo,Japan,113,75.1,271.8,54.6,29.8,4.27,95.6,23.8,69,9.1
2024-07-25,Sydney,Australia,187,103.9,280.7,78.6,6.0,3.15,160.1,24.9,23,13.7
2024-07-25,São Paulo,Brazil,294,114.1,161.1,11.3,9.8,1.71,36.0,18.5,21,10.3
2024-07-25,Cairo,Egypt,127,249.5,73.9,72.8,48.4,0.67,171.3,16.6,32,10.3
2024-07-26,New York,USA,226,135.3,218.0,94.3,22.3,2.9,98.9,9.9,87,1.5
2024-07-26,Los Angeles,USA,188,231.9,296.3,97.0,42.8,2.23,142.0,24.9,61,6.8
2024-07-26,London,UK,64,184.8,237.1,95.1,47.5,9.82,110.6,39.0,52,9.7
2024-07-26,Beijing,China,85,140.2,105.9,26.0,48.6,6.63,119.8,20.0,55,3.1
2024-07-26,Delhi,India,62,10.7,288.5,98.7,48.0,1.02,20.5,22.9,53,12.5
2024-07-26,Paris,France,250,246.9,86.3,69.7,38.2,2.95,11.3,10.8,83,0.5
2024-07-26,Tokyo,Japan,76,49.6,222.3,17.1,41.2,6.92,79.1,23.4,42,1.1
2024-07-26,Sydney,Australia,88,90.3,23.1,19.4,41.0,6.03,14.1,25.8,89,1.9
2024-07-26,São Paulo,Brazil,55,106.6,240.1,55.1,42.5,5.03,78.4,21.5,52,13.0
2024-07-26,Cairo,Egypt,232,205.5,93.8,22.4,47.4,2.21,60.6,-0.4,21,3.4
2024-07-27,New York,USA,253,150.8,266.9,38.1,34.0,2.9,149.2,31.1,12,5.1
2024-07-27,Los Angeles,USA,268,71.6,249.4,31.1,40.5,0.88,199.1,17.0,33,1.4
2024-07-27,London,UK,259,226.6,138.7,28.9,38.2,5.47,73.5,1.9,64,12.2
2024-07-27,Beijing,China,170,165.4,192.8,87.5,41.5,7.88,192.1,37.7,45,12.3
2024-07-27,Delhi,India,265,90.5,216.1,83.1,10.6,2.14,113.4,3.4,65,4.1
2024-07-27,Paris,France,191,66.8,270.1,95.6,18.6,4.26,89.6,-7.2,79,10.8
2024-07-27,Tokyo,Japan,190,39.5,140.1,79.4,41.1,5.53,145.8,30.4,23,7.3
2024-07-27,Sydney,Australia,183,66.4,97.4,19.3,38.8,4.33,175.6,12.0,59,8.9
2024-07-27,São Paulo,Brazil,200,32.6,164.9,94.8,4.4,0.19,76.6,39.7,90,8.4
2024-07-27,Cairo,Egypt,298,47.6,238.3,75.7,7.4,7.01,101.6,29.0,84,5.4
2024-07-28,New York,USA,214,117.6,264.8,44.2,41.7,8.66,40.3,-6.7,72,5.6
2024-07-28,Los Angeles,USA,252,148.3,16.9,87.1,11.6,1.46,139.6,7.8,22,14.8
2024-07-28,London,UK,115,211.0,285.3,96.6,35.7,9.18,112.6,31.8,54,4.7
2024-07-28,Beijing,China,251,240.1,45.8,63.4,39.0,0.26,127.5,-6.2,43,11.4
2024-07-28,Delhi,India,204,204.8,161.7,52.7,37.6,1.18,200.0,-7.6,18,2.9
2024-07-28,Paris,France,96,28.0,79.3,44.0,43.6,8.38,40.8,23.5,67,10.3
2024-07-28,Tokyo,Japan,285,82.6,44.8,70.7,7.4,3.09,199.8,39.9,21,3.8
2024-07-28,Sydney,Australia,39,152.9,209.3,41.0,15.1,6.33,159.8,-9.0,54,8.3
2024-07-28,São Paulo,Brazil,257,214.9,173.0,6.1,18.0,6.94,93.5,31.0,90,14.7
2024-07-28,Cairo,Egypt,39,107.4,173.9,21.7,32.8,5.64,160.7,26.3,83,5.0
2024-07-29,New York,USA,281,147.2,30.6,76.6,12.5,9.02,52.2,14.2,21,11.5
2024-07-29,Los Angeles,USA,216,16.0,11.1,37.8,25.3,5.0,116.9,34.4,50,14.6
2024-07-29,London,UK,36,32.0,241.5,52.4,10.6,8.25,104.7,31.0,10,6.3
2024-07-29,Beijing,China,232,119.4,142.1,98.0,24.5,1.52,108.6,38.5,45,3.5
2024-07-29,Delhi,India,120,204.5,297.8,90.6,42.6,3.21,194.3,36.6,56,2.5
2024-07-29,Paris,France,211,28.4,67.1,57.5,30.9,2.49,136.4,21.1,71,12.8
2024-07-29,Tokyo,Japan,261,200.1,50.9,37.1,30.4,2.7,47.1,13.3,37,1.3
2024-07-29,Sydney,Australia,259,247.3,298.5,71.0,8.0,2.55,156.2,13.0,20,9.9
2024-07-29,São Paulo,Brazil,269,243.5,150.3,81.8,33.7,1.42,169.4,39.1,24,5.7
2024-07-29,Cairo,Egypt,42,6.2,66.5,57.4,18.6,4.89,105.3,8.1,23,12.8
2024-07-30,New York,USA,159,146.9,200.1,95.9,11.7,5.03,62.9,7.2,69,5.1
2024-07-30,Los Angeles,USA,178,161.9,156.7,35.3,44.4,6.37,62.7,22.4,13,13.8
2024-07-30,London,UK,155,80.4,19.4,54.2,32.0,6.42,132.2,8.3,26,10.6
2024-07-30,Beijing,China,199,69.6,273.9,33.6,39.1,2.71,59.8,26.2,20,5.0
2024-07-30,Delhi,India,114,242.1,215.7,45.5,23.7,9.28,197.1,31.4,80,10.2
2024-07-30,Paris,France,129,170.7,167.5,19.7,14.2,6.49,47.7,-6.0,41,6.3
2024-07-30,Tokyo,Japan,227,240.5,176.0,50.3,17.1,7.8,109.1,0.1,71,10.9
2024-07-30,Sydney,Australia,79,232.7,270.3,56.2,25.8,7.26,88.2,32.7,54,12.5
2024-07-30,São Paulo,Brazil,255,76.8,103.4,65.7,5.1,2.75,84.8,26.1,24,9.4
2024-07-30,Cairo,Egypt,124,230.4,298.7,78.7,36.2,7.98,119.7,6.0,56,1.8
2024-07-31,New York,USA,296,232.7,144.5,67.0,23.8,2.67,75.7,20.3,80,1.9
2024-07-31,Los Angeles,USA,189,104.3,257.1,81.4,44.1,4.04,133.7,-8.7,53,1.0
2024-07-31,London,UK,187,109.3,114.4,33.7,49.9,8.39,113.8,31.4,69,13.2
2024-07-31,Beijing,China,71,228.0,138.1,71.2,30.3,7.27,30.3,5.0,13,5.1
2024-07-31,Delhi,India,293,72.5,277.0,74.5,47.4,7.98,142.8,33.3,79,0.5
2024-07-31,Paris,France,218,183.3,278.3,10.4,44.4,5.59,21.8,13.5,58,6.1
2024-07-31,Tokyo,Japan,240,79.3,41.9,10.0,10.3,7.65,68.9,25.9,81,15.0
2024-07-31,Sydney,Australia,253,157.9,163.1,98.3,34.8,7.8,15.8,27.3,37,2.4
2024-07-31,São Paulo,Brazil,245,212.8,253.8,62.6,30.7,3.33,104.9,21.1,67,0.8
2024-07-31,Cairo,Egypt,135,47.3,117.6,32.9,45.5,4.34,130.5,16.2,25,10.5
2024-08-01,New York,USA,172,236.7,290.5,68.6,41.3,6.7,120.8,-9.8,73,9.3
2024-08-01,Los Angeles,USA,104,20.1,141.8,27.7,35.6,5.57,72.4,-1.5,81,11.4
2024-08-01,London,UK,67,155.5,119.9,71.1,15.6,9.03,154.7,32.5,19,8.4
2024-08-01,Beijing,China,131,91.1,60.1,28.7,41.0,4.35,185.2,20.1,74,2.1
2024-08-01,Delhi,India,168,38.5,237.9,12.3,37.3,1.54,11.0,24.1,47,0.7
2024-08-01,Paris,France,160,130.8,110.8,86.2,37.2,3.63,153.3,-9.3,41,6.9
2024-08-01,Tokyo,Japan,241,215.6,109.0,72.7,31.0,6.38,106.1,31.2,41,7.0
2024-08-01,Sydney,Australia,225,227.6,211.5,29.2,24.9,3.21,143.1,35.1,25,9.6
2024-08-01,São Paulo,Brazil,244,64.8,290.5,56.6,33.1,4.13,25.9,38.6,31,2.0
2024-08-01,Cairo,Egypt,49,151.1,107.8,29.2,17.3,9.27,101.6,34.3,20,10.8
2024-08-02,New York,USA,108,50.1,58.7,13.3,31.3,6.94,122.5,11.0,66,7.9
2024-08-02,Los Angeles,USA,91,191.9,101.3,18.0,44.3,1.1,76.3,37.4,55,8.2
2024-08-02,London,UK,197,86.8,26.4,12.7,18.3,5.65,73.7,11.3,64,6.9
2024-08-02,Beijing,China,191,201.7,187.6,98.9,10.8,2.75,84.8,-5.5,47,7.4
2024-08-02,Delhi,India,198,189.0,177.9,93.2,43.1,0.32,69.7,25.8,28,6.9
2024-08-02,Paris,France,134,248.7,185.7,86.7,42.4,3.39,108.3,26.9,24,12.4
2024-08-02,Tokyo,Japan,51,147.7,24.5,48.9,4.2,9.62,148.6,2.8,49,1.5
2024-08-02,Sydney,Australia,37,157.3,263.3,64.7,48.4,7.41,196.5,33.8,54,0.8
2024-08-02,São Paulo,Brazil,210,80.2,42.2,65.2,27.9,7.59,105.1,-9.2,31,4.9
2024-08-02,Cairo,Egypt,262,61.5,228.8,81.0,38.5,3.78,177.0,15.0,23,11.8
2024-08-03,New York,USA,111,50.5,116.4,45.3,25.5,4.09,11.1,37.7,53,10.7
2024-08-03,Los Angeles,USA,52,241.5,231.0,57.6,28.0,7.87,189.3,12.5,60,1.3
2024-08-03,London,UK,179,16.4,229.2,96.1,38.3,9.31,62.5,31.7,74,8.7
2024-08-03,Beijing,China,260,63.7,167.3,39.2,26.3,9.38,109.9,36.4,76,4.4
2024-08-03,Delhi,India,283,88.5,100.7,55.6,18.4,4.57,163.5,-2.1,37,5.7
2024-08-03,Paris,France,244,213.7,208.9,84.6,38.5,0.99,39.9,28.2,63,9.8
2024-08-03,Tokyo,Japan,218,69.2,33.8,86.4,28.3,2.26,189.5,37.9,20,5.0
2024-08-03,Sydney,Australia,130,61.6,214.3,87.6,23.0,2.4,174.4,25.1,16,10.3
2024-08-03,São Paulo,Brazil,35,161.9,249.0,96.1,19.9,1.43,64.0,30.2,46,14.4
2024-08-03,Cairo,Egypt,276,11.6,19.0,41.6,4.8,8.03,21.8,11.8,52,8.1
2024-08-04,New York,USA,274,217.7,246.6,9.2,22.6,2.59,121.6,15.0,81,13.9
2024-08-04,Los Angeles,USA,282,121.5,203.4,61.9,34.5,4.32,119.2,31.9,16,1.8
2024-08-04,London,UK,67,63.7,130.9,38.5,38.0,3.35,102.3,2.3,79,12.6
2024-08-04,Beijing,China,177,6.1,36.0,48.1,7.4,6.5,29.5,38.4,32,4.7
2024-08-04,Delhi,India,268,19.8,201.5,92.0,48.6,7.01,92.8,-4.7,45,1.0
2024-08-04,Paris,France,259,94.5,205.3,61.3,6.6,4.12,177.6,-4.3,78,5.8
2024-08-04,Tokyo,Japan,31,110.3,30.5,39.4,24.1,7.01,57.0,36.4,11,12.6
2024-08-04,Sydney,Australia,104,208.5,294.0,24.8,49.5,1.97,182.7,34.9,10,12.2
2024-08-04,São Paulo,Brazil,41,12.3,141.6,98.3,43.2,9.64,17.8,10.3,80,11.6
2024-08-04,Cairo,Egypt,166,137.7,190.3,25.0,16.6,1.51,176.8,3.7,52,4.8
2024-08-05,New York,USA,39,14.1,154.9,97.7,17.4,7.53,102.4,28.1,16,12.5
2024-08-05,Los Angeles,USA,182,23.6,295.7,81.4,13.5,9.5,10.8,37.8,89,3.2
2024-08-05,London,UK,91,130.2,198.3,41.6,7.1,2.58,39.6,25.2,66,2.9
2024-08-05,Beijing,China,88,160.6,76.5,69.8,32.9,6.2,57.6,25.8,30,7.6
2024-08-05,Delhi,India,265,63.5,163.3,64.9,40.2,9.01,12.7,24.5,13,12.2
2024-08-05,Paris,France,292,13.5,232.7,35.0,46.8,9.43,139.3,30.0,43,0.7
2024-08-05,Tokyo,Japan,181,102.3,169.3,91.5,36.1,4.05,126.9,-8.5,18,2.0
2024-08-05,Sydney,Australia,195,120.3,14.0,99.4,6.2,7.75,148.2,24.4,37,1.7
2024-08-05,São Paulo,Brazil,232,175.8,204.0,62.4,49.0,3.77,108.8,4.8,63,6.9
2024-08-05,Cairo,Egypt,247,230.7,166.5,68.3,46.3,7.1,19.3,33.3,70,2.8
2024-08-06,New York,USA,257,70.0,243.0,53.5,15.3,4.47,154.8,39.2,21,8.6
2024-08-06,Los Angeles,USA,284,151.7,136.6,7.6,37.4,1.97,109.5,-0.9,54,10.4
2024-08-06,London,UK,189,176.0,47.1,38.3,49.2,6.07,144.9,29.7,30,14.3
2024-08-06,Beijing,China,272,33.1,95.9,77.7,15.3,3.13,95.3,5.4,11,14.5
2024-08-06,Delhi,India,130,156.9,134.4,52.3,25.9,6.51,89.0,0.6,53,13.2
2024-08-06,Paris,France,176,231.2,164.2,17.1,6.6,4.87,190.7,2.1,68,2.4
2024-08-06,Tokyo,Japan,159,58.0,144.0,12.5,41.8,7.54,11.0,39.8,71,6.2
2024-08-06,Sydney,Australia,246,94.8,109.8,68.1,38.5,1.47,92.9,36.9,74,8.2
2024-08-06,São Paulo,Brazil,166,240.5,174.1,88.6,35.0,9.57,27.0,13.3,14,12.9
2024-08-06,Cairo,Egypt,145,139.0,94.2,39.5,6.8,0.53,142.7,-9.8,87,2.2
2024-08-07,New York,USA,283,17.4,84.6,62.0,13.5,5.54,168.7,28.8,74,14.8
2024-08-07,Los Angeles,USA,256,99.7,125.7,23.8,26.3,3.87,41.1,8.5,79,10.4
2024-08-07,London,UK,287,206.2,272.8,33.5,23.3,3.24,148.0,32.1,18,1.1
2024-08-07,Beijing,China,264,79.9,241.5,55.1,33.7,7.88,13.7,16.4,17,8.7
2024-08-07,Delhi,India,150,232.8,109.7,26.2,6.6,1.98,10.3,17.7,87,12.8
2024-08-07,Paris,France,225,124.1,65.1,42.1,20.2,7.62,160.7,-5.2,49,13.1
2024-08-07,Tokyo,Japan,291,57.5,204.7,62.7,35.1,7.66,43.3,-0.9,80,3.6
2024-08-07,Sydney,Australia,220,12.6,210.1,31.9,12.9,9.71,43.8,36.5,20,11.9
2024-08-07,São Paulo,Brazil,137,236.3,49.3,79.4,7.4,6.15,151.2,0.7,14,12.5
2024-08-07,Cairo,Egypt,137,88.6,288.7,74.3,41.0,3.5,70.1,1.4,50,13.6
2024-08-08,New York,USA,65,225.2,192.6,9.3,36.5,4.02,184.2,14.6,69,14.9
2024-08-08,Los Angeles,USA,278,241.7,80.1,71.7,16.7,1.25,23.2,2.6,13,3.8
2024-08-08,London,UK,85,204.3,168.2,68.6,15.5,4.01,111.7,11.6,68,6.5
2024-08-08,Beijing,China,112,193.0,93.4,6.4,41.2,7.14,150.0,16.5,78,9.0
2024-08-08,Delhi,India,194,245.9,36.1,64.4,6.7,9.08,124.2,25.1,83,7.7
2024-08-08,Paris,France,76,206.7,260.3,9.9,11.9,0.22,171.7,25.2,62,6.2
2024-08-08,Tokyo,Japan,60,17.2,156.5,98.5,6.0,2.48,99.6,13.8,36,2.6
2024-08-08,Sydney,Australia,120,42.3,141.7,45.1,41.4,0.42,72.6,33.9,29,2.9
2024-08-08,São Paulo,Brazil,209,211.6,84.3,13.5,31.8,8.51,14.5,-8.7,50,10.7
2024-08-08,Cairo,Egypt,248,237.0,202.0,88.9,37.7,7.79,66.8,-9.6,23,5.4
2024-08-09,New York,USA,192,173.6,202.0,10.6,44.3,4.37,134.7,3.4,61,5.4
2024-08-09,Los Angeles,USA,114,186.7,198.3,19.0,33.0,5.14,58.8,-1.9,25,4.0
2024-08-09,London,UK,254,124.1,215.3,91.5,41.1,9.72,39.9,23.2,26,10.0
2024-08-09,Beijing,China,98,242.1,148.3,15.3,5.9,3.03,87.3,-8.6,69,3.8
2024-08-09,Delhi,India,72,14.3,162.7,93.8,49.7,1.14,141.5,-7.9,87,4.0
2024-08-09,Paris,France,137,182.4,247.1,27.6,43.7,7.39,29.1,26.9,20,3.7
2024-08-09,Tokyo,Japan,227,59.2,285.1,16.7,41.7,0.17,21.8,1.9,64,11.9
2024-08-09,Sydney,Australia,298,14.9,191.4,79.7,37.5,1.68,20.4,24.6,16,14.1
2024-08-09,São Paulo,Brazil,280,165.1,208.0,51.1,34.6,8.16,164.0,29.8,80,3.0
2024-08-09,Cairo,Egypt,201,124.9,198.4,28.0,34.7,7.94,61.0,3.3,39,12.5
2024-08-10,New York,USA,143,202.5,154.9,64.4,34.4,5.76,151.6,-4.6,52,3.2
2024-08-10,Los Angeles,USA,223,5.4,190.3,31.5,16.3,4.64,136.3,20.7,30,11.1
2024-08-10,London,UK,284,243.2,228.3,40.2,24.3,8.17,172.3,-7.0,88,14.9
2024-08-10,Beijing,China,157,213.8,114.7,62.8,26.5,0.31,124.4,7.0,64,9.4
2024-08-10,Delhi,India,234,245.1,176.6,5.5,12.6,9.95,31.2,4.5,29,12.5
2024-08-10,Paris,France,295,226.2,67.2,21.0,35.8,0.42,147.9,16.6,63,4.3
2024-08-10,Tokyo,Japan,121,107.4,102.7,74.6,41.8,5.53,53.3,29.0,43,7.1
2024-08-10,Sydney,Australia,74,212.0,34.9,7.1,33.4,2.65,93.2,17.0,71,6.2
2024-08-10,São Paulo,Brazil,163,204.6,226.6,45.8,14.3,8.0,40.7,5.0,88,12.8
2024-08-10,Cairo,Egypt,263,131.9,55.2,6.3,28.9,8.44,11.6,24.0,70,5.5
2024-08-11,New York,USA,52,33.3,120.8,75.7,46.2,2.5,139.8,-1.9,56,9.9
2024-08-11,Los Angeles,USA,114,197.4,295.6,53.7,39.3,2.44,28.5,-5.5,42,11.0
2024-08-11,London,UK,219,225.4,272.4,20.6,47.1,3.12,189.3,20.9,19,9.3
